Club ID,Date,Start,Finish,Team,Facility,Type,Opponent,Note,N/A,For,Against,DB ID,Ofcl,Write Up
,12/12/2021,2:45 PM,4:00 PM,>Boys>Boys 6th Grade Division 2>Falls Church B6-2 Papadopou,Mary Ellen Henderson MS,Game,>Boys>Boys 6th Grade Division 2>Lee-Mt. Vernon B6-2 Beisner,,,31,30,7023963,,
,12/12/2021,3:30 PM,4:45 PM,>Girls>Girls 8th Grade Division 1>Arlington G8-1 Eisenberg,West Springfield-Main,Game,>Girls>Girls 8th Grade Division 1>Fort Hunt G8-1 Loving,,,35,46,7023065,,
,12/12/2021,3:30 PM,4:45 PM,>Girls>Girls 6th Grade Division 1>CYA G6-1  Walker,Hayfield HS-#2,Game,>Girls>Girls 6th Grade Division 1>Fort Hunt G6-1 Langone,,,27,15,7026751,,
7025465,12/12/2021,3:30 PM,4:45 PM,>Boys>Boys 5th grade Division 2>Great Falls B5-2 Wilson,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 2>Vienna B5-2 Davis,,,22,25,7026549,,
,12/12/2021,3:30 PM,4:45 PM,>Girls>Girls 5th grade Division 1>Vienna G5-1 Korman,West Springfield-#2,Game,>Girls>Girls 5th grade Division 1>Mt. Vernon G5-1 Duckett,,,40,5,7024165,,
,12/12/2021,3:30 PM,4:45 PM,>Girls>Girls 7th Grade Division 1>SYA G7-1 Andersen,Hayfield HS-#1,Game,>Girls>Girls 7th Grade Division 1>Lee-Mt.Vernon G7-1 Breland,,,18,50,7026668,,
,12/12/2021,3:45 PM,5:00 PM,>Boys>Boys 6th Grade Division 2>Turnpike B6-2 Taylor,South County MS - Main,Game,>Boys>Boys 6th Grade Division 2>South County B6-2 Brown,,,,,7023965,,
,12/12/2021,3:45 PM,5:00 PM,>Boys>Boys 7th Grade Division 2>Reston B7-2 Love,South Lakes HS Right,Game,>Boys>Boys 7th Grade Division 2>BRYC B7-2 Sharma,,,38,41,7022165,,
,12/12/2021,3:45 PM,5:00 PM,>Boys>Boys 5th grade Division 1>Arlington B5-1 Sadaka,Westfield HS-#2 (N),Game,>Boys>Boys 5th grade Division 1>Fort Hunt B5-1 Casey,,,42,18,7024078,,
,12/12/2021,3:45 PM,5:00 PM,>Boys>Boys 7th Grade Division 1>Reston B7-1 Byrnes,Edison HS - Main,Game,>Boys>Boys 7th Grade Division 1>Lee-Mt. Vernon B7-1 Bosley,,,55,28,7021659,,
,12/12/2021,3:45 PM,5:00 PM,>Girls>Girls 6th Grade Division 1>Burke G6-1 Jones,Westfield HS-#1 (N),Game,>Girls>Girls 6th Grade Division 1>Great Falls G6-1 Wilson,,,6,30,7026752,,
,12/12/2021,3:45 PM,5:00 PM,>Boys>Boys 8th Grade Division 3>SYA B8-2 Vickers,Annandale HS-#2,Game,>Boys>Boys 8th Grade Division 3>CYA B8-3 Carr,,,57,35,7021865,,
7025464,12/12/2021,4:00 PM,5:15 PM,>Boys>Boys 5th grade Division 2>Falls Church B5-2 Greiner,Mary Ellen Henderson MS,Game,>Boys>Boys 5th grade Division 1>Lee-Mt. Vernon B5- Davis,,,29,53,7026529,,
,12/12/2021,4:15 PM,5:30 PM,>Boys>Boys 6th Grade Division 2>SYA B6- Sorg,McLean HS-Aux,Game,>Boys>Boys 6th Grade Division 1>McLean B6-1 Leggett,,,23,62,7023786,,
,12/12/2021,4:15 PM,5:30 PM,>Girls>Girls 8th Grade Division 1>SYA G8-1 Moore,McLean HS-Main,Game,>Girls>Girls 8th Grade Division 1>McLean G8-1 Megas,,,42,38,7023064,,
,12/12/2021,4:45 PM,6:00 PM,>Boys>Boys 8th Grade Division 3>Springfield B8-  Alvarez,West Springfield-Main,Game,>Boys>Boys 8th Grade Division 2 >Fort Hunt B8-2 Forti,,,28,56,7021519,,
,12/12/2021,4:45 PM,6:00 PM,>Girls>Girls 6th Grade Division 1>Arlington G6-1 Kaufman,Hayfield HS-#2,Game,>Girls>Girls 6th Grade Division 1>McLean G6-1 Mcnicoll,,,44,34,7026753,,
7025463,12/12/2021,4:45 PM,6:00 PM,>Boys>Boys 5th grade Division 2>CYA B5-2 Batta,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 2>McLean B5-2 Stephenson,,,23,38,7026522,,
,12/12/2021,4:45 PM,6:00 PM,>Girls>Girls 7th Grade Division 1>Arlington G7-1 Lomas,Hayfield HS-#1,Game,>Girls>Girls 7th Grade Division 1>Great Falls G7-1 Rolph,,,50,7,7026669,," Good effort from both teams. Games were being played on two courts in this gym, but there was no scoreboard for our court. "
,12/12/2021,5:00 PM,6:15 PM,>Boys>Boys 6th Grade Division 2>BRYC B6-2 Thanos,South Lakes HS Right,Game,>Boys>Boys 6th Grade Division 2>Reston  B6-2 Schlesinger,,,35,17,7023967,,
7023122,12/12/2021,5:00 PM,6:15 PM,>Girls>Girls 8th Grade Division 2>Turnpike G8-2 Zucker,Annandale HS-#2,Game,>Girls>Girls 8th Grade Division 1>Lee-Mt.Vernon G8-  Henderson,,,17,39,7024381,,
,12/12/2021,5:30 PM,6:45 PM,>Boys>Boys 6th Grade Division 2>CYA B6-2 Hackney,McLean HS-Aux,Game,>Boys>Boys 6th Grade Division 1>McLean B6- Borelli,,,8,42,7023962,,
,12/12/2021,5:30 PM,6:45 PM,>Boys>Boys 7th Grade Division 2>McLean B7-2 Ball,McLean HS-Main,Game,>Boys>Boys 7th Grade Division 2>CYA B7-2 Atkinson,,,53,33,7022166,,
,12/12/2021,6:45 PM,8:00 PM,>Girls>Girls 5th grade Division 1>Arlington G5-1 Sedor,McLean HS-Aux,Game,>Girls>Girls 5th grade Division 1>McLean G5-1 Hazzan,,,30,14,7024167,," Excellent officiating and the fans were loud, but supportive. "
,12/12/2021,6:45 PM,8:00 PM,>Boys>Boys 8th Grade Division 2 >McLean B8-2 Riggins,McLean HS-Main,Game,>Boys>Boys 8th Grade Division 2 >Vienna B8-2 Choi,,,35,29,7021520,,
,12/13/2021,6:30 PM,7:45 PM,>Girls>Girls 8th Grade Division 1>Burke G8-1 Coutinho,Jackson MS-Front gym,Game,>Girls>Girls 8th Grade Division 2>Great Falls G8- Exley,,,56,20,7023055,,
,12/13/2021,7:00 PM,8:15 PM,>Boys>Boys 8th Grade Division 2 >Burke B8-2 Mitchell,Jackson MS rear gym,Game,>Boys>Boys 8th Grade Division 2 >Fort Hunt B8-2 Forti,no Bryant on 12/7 ,,26,55,7021510,,
,12/13/2021,7:45 PM,9:00 PM,>Girls>Girls 8th Grade Division 1>Arlington G8-1 Eisenberg,Jackson MS-Front gym,Game,>Girls>Girls 8th Grade Division 1>McLean G8-1 Megas,,,20,34,7023056,,
,12/13/2021,8:15 PM,9:30 PM,>Boys>Boys 8th Grade Division 3>Falls Church B8-  Kusic,Jackson MS rear gym,Game,>Boys>Boys 8th Grade Division 2 >Fort Belvoir B8-2 Taylor,No Bryant 12/7,,24,54,7021513,,
,12/14/2021,6:15 PM,7:30 PM,>Boys>Boys 7th Grade Division 1>Great Falls B7-1 Goldburg,Jackson MS-Front gym,Game,>Boys>Boys 7th Grade Division 1>Vienna B7-1 Stolburg,,,34,62,7021652,,
,12/14/2021,6:15 PM,7:30 PM,>Boys>Boys 7th Grade Division 2>Falls Church B7-2 Greiner,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 2>McLean B7-2 Ball,,,41,49,7022159,,
,12/14/2021,7:30 PM,8:45 PM,>Boys>Boys 7th Grade Division 1>CYA B7-1 Rosenblatt,Jackson MS-Front gym,Game,>Boys>Boys 7th Grade Division 1>BRYC B7-1 Lee,,,43,42,7021655,,
,12/14/2021,7:30 PM,8:45 PM,>Boys>Boys 7th Grade Division 2>FPYC B7-2 Davis,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 2>Herndon B7-2 Mendelsohn,,,57,39,7022162,,
,12/14/2021,8:45 PM,10:00 PM,>Boys>Boys 7th Grade Division 1>Arlington B7-1 McLean,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 2>SYA B7-2 Livingston,,,58,24,7022156,,
,12/14/2021,8:45 PM,10:00 PM,>Boys>Boys 7th Grade Division 1>McLean B7-1 Concepcion,Jackson MS-Front gym,Game,>Boys>Boys 7th Grade Division 1>Reston B7-1 Byrnes,,,31,48,7021654,,
,12/15/2021,6:15 PM,7:30 PM,>Girls>Girls 7th Grade Division 1>Lee-Mt.Vernon G7-1 Breland,Jackson MS-Front gym,Game,>Girls>Girls 7th Grade Division 1>Vienna G7-1 Yoder,,,52,33,7026662,,
,12/15/2021,7:00 PM,8:15 PM,>Boys>Boys 8th Grade Division 3>SYA B8-2 Vickers,Jackson MS rear gym,Game,>Boys>Boys 8th Grade Division 3>Herndon B8-3 Hargadon,,,49,41,7021853,,
,12/15/2021,7:30 PM,8:45 PM,>Girls>Girls 7th Grade Division 1>Lee District G7-1  Tickner,Jackson MS-Front gym,Game,>Girls>Girls 7th Grade Division 1>Arlington G7-1 Lomas,,,12,46,7026663,," The Lee District girls battled hard the entire game. With how those girls compete and Coach Tickner's approach and positivity, this group will likely make big strides this season. "
,12/15/2021,8:15 PM,9:30 PM,>Boys>Boys 8th Grade Division 3>Burke B8- 3 Buttrey,Jackson MS rear gym,Game,>Boys>Boys 8th Grade Division 3>CYA B8-3 Carr,,,39,36,7021855,,Very Unhappy with female ref at this game. Nothing to do with calls or no calls but everything to do with her inability to communicate with coaches and players. Calling out a Coach in front of the whole gym is one thing but doing it to an 8th grade player is completely inappropriate. 
,12/16/2021,6:15 PM,7:30 PM,>Girls>Girls 7th Grade Division 1>McLean G7-1 Norton,Jackson MS-Front gym,Game,>Girls>Girls 7th Grade Division 1>SYA G7-1 Andersen,,,41,35,7026664,,
,12/16/2021,7:00 PM,8:15 PM,>Boys>Boys 7th Grade Division 2>BRYC B7-2 Sharma,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 2>Springfield B7-2 Morrison,Not canceled ,,55,34,7022158,,
,12/16/2021,8:15 PM,9:30 PM,>Boys>Boys 7th Grade Division 2>CYA B7-2 Atkinson,Jackson MS rear gym,Game,>Boys>Boys 7th Grade Division 2>Reston B7-2 Love,Not canceled ,,32,68,7022160,,
,12/18/2021,9:00 AM,10:15 AM,>Boys>Boys 5th grade Division 1>McLean B5-1 Tallent,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 1>Vienna B5-1 Locey,,,25,40,7024071,,
,12/18/2021,9:00 AM,10:15 AM,>Boys>Boys 6th Grade Division 2>SYA B6- Sorg,Bryant Center,Game,>Boys>Boys 6th Grade Division 1>Fort Hunt B6-1 Estenson,,,41,47,7023795,,
,12/18/2021,9:15 AM,10:30 AM,>Girls>Girls 5th grade Division 1>Great Falls G5-1 Lockheed,Jackson MS rear gym,Game,>Girls>Girls 5th grade Division 1>Vienna G5-1 Brooks,,,18,14,7024179,,
7025487,12/18/2021,10:15 AM,11:30 AM,>Boys>Boys 5th grade Division 1>Lee-Mt. Vernon B5- Davis,Bryant Center,Game,>Boys>Boys 5th grade Division 1>BRYC B5- Mitchell,,,49,36,7026568,,
,12/18/2021,10:15 AM,11:30 AM,>Boys>Boys 5th grade Division 1>Reston B5-1 Laureano,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 2>SYA B5- Chase,,,34,16,7024073,,
,12/18/2021,10:30 AM,11:45 AM,>Girls>Girls 5th grade Division 1>Fort Hunt G5-1 Harris,Jackson MS rear gym,Game,>Girls>Girls 5th grade Division 1>Vienna G5-1 Korman,,,15,40,7024180,,
,12/18/2021,11:30 AM,12:45 PM,>Girls>Girls 5th grade Division 1>McLean G5-1 Hazzan,Jackson MS-Front gym,Game,>Girls>Girls 5th grade Division 1>Mt. Vernon G5-1 Duckett,,,25,4,7024177,,
7025483,12/18/2021,11:30 AM,12:45 PM,>Boys>Boys 5th grade Division 2>Vienna B5-2 Davis,Liberty MS-#1,Game,>Boys>Boys 5th grade Division 2>South County 5-2 Arora,,,21,23,7026592,,
7025485,12/18/2021,11:30 AM,12:45 PM,>Boys>Boys 5th grade Division 2>McLean B5-2 Stephenson,Bryant Center,Game,>Boys>Boys 5th grade Division 2>Turpike B5-2 Ours,,,45,40,7026574,, Overtime 
,12/18/2021,11:45 AM,1:00 PM,>Boys>Boys 6th Grade Division 2>Reston  B6-2 Schlesinger,Jackson MS rear gym,Game,>Boys>Boys 6th Grade Division 2>CYA B6-2 Hackney,,,37,34,7023955,,
,12/18/2021,12:45 PM,2:00 PM,>Girls>Girls 6th Grade Division 1>McLean G6-1 Mcnicoll,Jackson MS-Front gym,Game,>Girls>Girls 6th Grade Division 1>Fort Hunt G6-1 Langone,,,21,24,7026748,,
,12/18/2021,12:45 PM,2:00 PM,>Boys>Boys 6th Grade Division 2>Lee-Mt. Vernon B6-2 Beisner,Bryant Center,Game,>Boys>Boys 6th Grade Division 2>Fort Belvoir B6-2 Sherm,,,57,15,7023956,,
,12/18/2021,1:00 PM,2:15 PM,>Girls>Girls 6th Grade Division 2>FPYC G6-2 Varner,Jackson MS rear gym,Game,>Girls>Girls 6th Grade Division 2>Burke G6-2 Igl,,,32,13,7026802,,
,12/18/2021,2:00 PM,3:15 PM,>Boys>Boys 6th Grade Division 2>Herndon B6-2 Mathews,Liberty MS-#1,Game,>Boys>Boys 6th Grade Division 2>Fort Hunt B6-2 Loving,,,31,45,7023954,,
7025482,12/18/2021,2:00 PM,3:15 PM,>Boys>Boys 5th grade Division 2>Lee District B5-2 Diffenbach,Jackson MS-Front gym,Game,>Boys>Boys 5th grade Division 2>Burke B5-2 Howard,lost Gum Springs 12/18,,51,18,7026562,,
,12/18/2021,2:00 PM,3:15 PM,>Boys>Boys 6th Grade Division 1>McLean B6- Borelli,Bryant Center,Game,>Boys>Boys 6th Grade Division 2>Falls Church B6-2 Papadopou,,,51,29,7023957,,
,12/18/2021,2:15 PM,3:30 PM,>Boys>Boys 6th Grade Division 1>Reston  B6-1 Douad,Annandale HS-#2,Game,>Boys>Boys 6th Grade Division 1>Great Falls B6-1 Klein,,,45,50,7023793,,
,12/18/2021,2:15 PM,3:30 PM,>Boys>Boys 5th grade Division 1>Great Falls B5-1 Clarke,Jackson MS rear gym,Game,>Boys>Boys 5th grade Division 1>Arlington B5-1 Sadaka,Lost Hamm ,,29,34,7024072,,
,12/18/2021,3:00 PM,10:00 PM,TBD,Madison HS-Main,no use,,no use ,,,,7000766,,
,12/18/2021,3:00 PM,3:30 PM,TBD,Jefferson HS-#2,no use,,,,,,7015102,,
,12/18/2021,3:15 PM,4:30 PM,>Boys>Boys 8th Grade Division 1>CYA B8-1 Jones,Mount Vernon HS #1,Game,>Boys>Boys 8th Grade Division 1>Lee District B8-1 Diffenbach,,,57,72,7021455,,
,12/18/2021,3:15 PM,4:30 PM,>Girls>Girls 6th Grade Division 1>Burke G6-1 Jones,Liberty MS-#1,Game,>Girls>Girls 6th Grade Division 1>Arlington G6-1 Kaufman,Lost LBSS,,16,18,7026749,,
,12/18/2021,3:15 PM,4:30 PM,>Boys>Boys 6th Grade Division 2>South County B6-2 Brown,Bryant Center,Game,>Boys>Boys 6th Grade Division 2>BRYC B6-2 Thanos,,,41,38,7023960,,
,12/18/2021,3:15 PM,4:30 PM,>Boys>Boys 6th Grade Division 1>Arlington B6-1 Jones,Jackson MS-Front gym,Game,>Boys>Boys 6th Grade Division 1>Burke B6-1 Raybon,Lost Hamm ,,56,31,7023792,,
,12/18/2021,3:15 PM,4:30 PM,>Girls>Girls 8th Grade Division 1>Vienna G8-1 Trotter,Jefferson HS-#1,Game,>Girls>Girls 8th Grade Division 1>Mt. Vernon G8-1 Marshall,,,22,49,7023054,,
,12/18/2021,3:30 PM,4:45 PM,>Boys>Boys 6th Grade Division 2>Great Falls B6-2 Conver,Annandale HS-#2,Game,>Boys>Boys 6th Grade Division 2>FPYC B6-2 Nickle,,,30,48,7023959,,
,12/18/2021,3:30 PM,4:45 PM,>Girls>Girls 5th grade Division 1>CYA G5-1 Nichols,Jackson MS rear gym,Game,>Girls>Girls 5th grade Division 1>Arlington G5-1 Sedor,Lost Hamm ,,9,32,7024178,, Solid officiating...good sportsmanship in the gym by both players and parents. 
,12/18/2021,3:45 PM,5:00 PM,>Boys>Boys 6th Grade Division 1>Vienna B6-1 Epps,Jefferson HS-#2,Game,>Boys>Boys 6th Grade Division 2>CYA B6- Goodman,,,45,23,7023794,,
,12/18/2021,4:30 PM,5:45 PM,>Boys>Boys 7th Grade Division 1>SYA  B7-1 Pilon,Mount Vernon HS #1,Game,>Boys>Boys 7th Grade Division 1>Lee-Mt. Vernon B7-1 Bosley,lost game prior ,,42,48,7021648,,
7023114,12/18/2021,4:30 PM,5:45 PM,>Girls>Girls 8th Grade Division 2>Reston G8-2 Zeberlein,Jefferson HS-#1,Game,>Girls>Girls 8th Grade Division 2>Turnpike G8-2 Zucker,,,27,48,7024369,,
7025481,12/18/2021,4:30 PM,5:45 PM,>Boys>Boys 5th grade Division 2>Gum Springs B5-2 Cordisco,Bryant Center,Game,>Boys>Boys 5th grade Division 2>CYA B5-2 Batta,lost Gum Springs 12/18,,36,38,7026556,,
,12/18/2021,4:45 PM,6:00 PM,>Boys>Boys 5th grade Division 1>Fort Hunt B5-1 Casey,Jackson MS rear gym,Game,>Boys>Boys 5th grade Division 1>Burke B5-1 Raybon,Lost LBSS,,40,31,7024074,,
,12/18/2021,4:45 PM,6:00 PM,>Girls>Girls 7th Grade Division 2>Springfield G7-2 Allen,Annandale HS-#2,Game,>Girls>Girls 7th Grade Division 2>Burke G7-2 Edwards,,,26,43,7026719,,
,12/18/2021,4:45 PM,6:00 PM,>Boys>Boys 7th Grade Division 1>South County B7-1 Miller,Annandale HS-#1,Game,>Boys>Boys 7th Grade Division 1>McLean B7-1 Concepcion,,,29,68,7021646,,
,12/18/2021,5:00 PM,6:15 PM,>Boys>Boys 6th Grade Division 2>Vienna B6-2 Leone,Jefferson HS-#2,Game,>Boys>Boys 6th Grade Division 2>Turnpike B6-2 Taylor,,,33,25,7023958,,
7023115,12/18/2021,5:45 PM,7:00 PM,>Girls>Girls 8th Grade Division 2>McLean G8-2 Hueber,Jefferson HS-#1,Game,>Girls>Girls 8th Grade Division 2>Vienna G8-2 Amouri,,,26,16,7024361,, There wasn't a scorebook at the game. Pages were borrowed from other gym. 
,12/18/2021,5:45 PM,7:00 PM,>Boys>Boys 7th Grade Division 2>Gum Springs B7-2 Sanders,Bryant Center,Game,>Boys>Boys 7th Grade Division 2>Falls Church B7-2 Greiner,lost Gum Springs 12/18,,37,51,7022181,,
,12/18/2021,6:00 PM,7:15 PM,>Boys>Boys 7th Grade Division 1>BRYC B7-1 Lee,Annandale HS-#1,Game,>Boys>Boys 7th Grade Division 1>Great Falls B7-1 Goldburg,,,52,28,7021647,,
,12/18/2021,6:00 PM,7:15 PM,>Girls>Girls 7th Grade Division 1>McLean G7- Kim,Annandale HS-#2,Game,>Girls>Girls 7th Grade Division 2>Reston G7-2 Eckhardt,,,28,14,7026720,,
7023116,12/18/2021,6:15 PM,7:30 PM,>Girls>Girls 8th Grade Division 1>Lee-Mt.Vernon G8-  Henderson,Jefferson HS-#2,Game,>Girls>Girls 8th Grade Division 2>Burke G8-2 Hill,,,38,13,7024353,,
,12/18/2021,7:00 PM,8:15 PM,>Girls>Girls 8th Grade Division 2>Great Falls G8- Exley,Jefferson HS-#1,Game,>Girls>Girls 8th Grade Division 1>Arlington G8-1 Eisenberg,Great Falls couldn't field a team,CANCELLED,0,1,7023059,,
,12/18/2021,7:15 PM,8:30 PM,>Girls>Girls 8th Grade Division 1>Fort Hunt G8-1 Loving,Annandale HS-#2,Game,>Girls>Girls 8th Grade Division 1>Burke G8-1 Coutinho,Lost LBSS,,17,55,7023061,,
,12/18/2021,7:15 PM,8:30 PM,>Boys>Boys 8th Grade Division 1>Burke B8-1 Concepcion,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 1>McLean B8-1 Jackson,,,53,57,7021452,,
,12/19/2021,12:00 PM,1:15 PM,>Boys>Boys 7th Grade Division 1>Great Falls B7-1 Goldburg,Edison HS - Main,Game,>Boys>Boys 7th Grade Division 1>South County B7-1 Miller,,,,,7021661,,
,12/19/2021,12:00 PM,1:15 PM,>Boys>Boys 6th Grade Division 2>Great Falls B6-2 Conver,Bryant Center,Game,>Boys>Boys 6th Grade Division 2>Fort Belvoir B6-2 Sherm,,,40,3,7023973,,
,12/19/2021,12:00 PM,1:15 PM,>Boys>Boys 6th Grade Division 1>Fort Hunt B6-1 Estenson,Edison HS - Aux,Game,>Boys>Boys 6th Grade Division 1>Vienna B6-1 Epps,,,26,34,7023791,,
,12/19/2021,12:00 PM,1:15 PM,>Boys>Boys 7th Grade Division 1>Arlington B7-1 McLean,Annandale HS-#2,Game,>Boys>Boys 7th Grade Division 2>Reston B7-2 Love,,,53,18,7022170,,
,12/19/2021,12:00 PM,1:15 PM,>Boys>Boys 8th Grade Division 2 >Vienna B8-2 Choi,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 2 >Burke B8-2 Mitchell,,,32,36,7021524,,
,12/19/2021,12:00 PM,1:15 PM,>Girls>Girls 5th grade Division 1>McLean G5-1 Hazzan,Westfield HS-#1 (N),Game,>Girls>Girls 5th grade Division 1>Vienna G5-1 Korman,,,17,36,7024169,,
7023125,12/19/2021,12:00 PM,1:15 PM,>Girls>Girls 8th Grade Division 1>Lee-Mt.Vernon G8-  Henderson,South County MS - Main,Game,>Girls>Girls 8th Grade Division 2>SYA G8-2 Langford,,,31,17,7024354,,
,12/19/2021,12:00 PM,1:15 PM,>Boys>Boys 8th Grade Division 3>Burke B8- 3 Buttrey,Lewis HS-Main (was lee),Game,>Boys>Boys 8th Grade Division 3>SYA B8-2 Vickers,,,53,56,7021868,,
,12/19/2021,12:15 PM,1:30 PM,>Boys>Boys 7th Grade Division 2>Falls Church B7-2 Greiner,Mary Ellen Henderson MS,Game,>Boys>Boys 7th Grade Division 2>Herndon B7-2 Mendelsohn,,,42,44,7022176,,
7025473,12/19/2021,1:00 PM,2:15 PM,>Boys>Boys 5th grade Division 2>South County 5-2 Arora,Jackson MS rear gym,Game,>Boys>Boys 5th grade Division 1>BRYC B5- Mitchell,,,24,53,7026580,,
,12/19/2021,1:00 PM,2:15 PM,>Boys>Boys 8th Grade Division 3>Great Falls B8-3 Britt,West Springfield-#2,Game,>Boys>Boys 8th Grade Division 3>Mt. Vernon B8-2 Woodhall,,,31,30,7021869,,
,12/19/2021,1:15 PM,2:30 PM,>Boys>Boys 6th Grade Division 2>CYA B6- Goodman,Edison HS - Aux,Game,>Boys>Boys 6th Grade Division 1>Arlington B6-1 Jones,,,16,49,7023789,,
7023124,12/19/2021,1:15 PM,2:30 PM,>Girls>Girls 8th Grade Division 2>Burke G8-2 Hill,Annandale HS-#2,Game,>Girls>Girls 8th Grade Division 2>Turnpike G8-2 Zucker,,,33,25,7024346,,
,12/19/2021,1:15 PM,2:30 PM,>Boys>Boys 5th grade Division 1>CYA B5-1 Lee,Westfield HS-#2 (N),Game,>Boys>Boys 5th grade Division 1>Arlington B5-1 Sadaka,,,17,42,7024080,,
,12/19/2021,1:15 PM,2:30 PM,>Boys>Boys 8th Grade Division 3>Herndon B8-3 Hargadon,Lewis HS-Main (was lee),Game,>Boys>Boys 8th Grade Division 3>Lee-Mt. Vernon B8-3 Stewart,,,50,55,7021867,,
,12/19/2021,1:15 PM,2:30 PM,>Boys>Boys 8th Grade Division 2 >Fort Hunt B8-2 Forti,South Lakes HS Right,Game,>Boys>Boys 8th Grade Division 2 >Reston B8-2 Lansdowne,,,57,50,7021527,,
,12/19/2021,1:15 PM,2:30 PM,>Girls>Girls 5th grade Division 1>Great Falls G5-1 Lockheed,Westfield HS-#1 (N),Game,>Girls>Girls 5th grade Division 1>Arlington G5-1 Sedor,,,5,32,7024170,," Game start was delayed as the building custodian was not immediately available to raise the side hoops.  Add to that, the the second game clock was not ready in time...we started around 20 minutes late.  Officiating was solid. "
,12/19/2021,1:15 PM,2:30 PM,>Boys>Boys 8th Grade Division 1>Springfield B8-1 Alvarez,Annandale HS-#1,Game,>Boys>Boys 8th Grade Division 1>Burke B8-1 Concepcion,,,42,49,7021448,,
,12/19/2021,1:15 PM,2:30 PM,>Boys>Boys 7th Grade Division 2>CYA B7-2 Atkinson,South County MS - Main,Game,>Boys>Boys 7th Grade Division 2>Lee-Mt. Vernon B7-2 Henderson,,,57,34,7022171,,
,12/19/2021,1:15 PM,2:30 PM,>Boys>Boys 6th Grade Division 2>Lee-Mt. Vernon B6-2 Beisner,Bryant Center,Game,>Boys>Boys 6th Grade Division 2>CYA B6-2 Hackney,,,44,18,7023969,,
,12/19/2021,1:15 PM,2:30 PM,>Boys>Boys 6th Grade Division 1>McLean B6-1 Leggett,South Lakes HS left,Game,>Boys>Boys 6th Grade Division 1>Reston  B6-1 Douad,,,56,18,7023788,,
,12/19/2021,1:15 PM,2:30 PM,>Boys>Boys 7th Grade Division 1>Lee-Mt. Vernon B7-1 Bosley,Edison HS - Main,Game,>Boys>Boys 7th Grade Division 1>McLean B7-1 Concepcion,,,43,66,7021662,,
,12/19/2021,1:30 PM,2:45 PM,>Boys>Boys 8th Grade Division 3>Falls Church B8-  Kusic,Mary Ellen Henderson MS,Game,>Boys>Boys 8th Grade Division 2 >SYA B8-2 Hill,,,41,62,7021526,,
,12/19/2021,2:15 PM,3:30 PM,>Boys>Boys 7th Grade Division 1>CYA B7-1 Rosenblatt,West Springfield-Main,Game,>Boys>Boys 7th Grade Division 1>SYA  B7-1 Pilon,,,41,32,7021665,,
,12/19/2021,2:15 PM,3:30 PM,>Girls>Girls 6th Grade Division 2>McLean G6-2 Gupta,Jackson MS-Front gym,Game,>Girls>Girls 6th Grade Division 2>FPYC G6-2 Varner,,,4,38,7026797,,
7025470,12/19/2021,2:15 PM,3:30 PM,>Boys>Boys 5th grade Division 1>Lee-Mt. Vernon B5- Davis,Jackson MS rear gym,Game,>Boys>Boys 5th grade Division 2>CYA B5-2 Batta,,,38,23,7026569,,
,12/19/2021,2:15 PM,3:30 PM,>Boys>Boys 6th Grade Division 2>Vienna B6-2 Leone,West Springfield-#2,Game,>Boys>Boys 6th Grade Division 2>South County B6-2 Brown,,,12,22,7023970,,
,12/19/2021,2:30 PM,3:45 PM,>Boys>Boys 8th Grade Division 2 >Fort Belvoir B8-2 Taylor,Mount Vernon HS #1,Game,>Boys>Boys 8th Grade Division 3>Springfield B8-  Alvarez,,,59,27,7021528,,
,12/19/2021,2:30 PM,3:45 PM,>Boys>Boys 8th Grade Division 1>Lee District B8-1 Diffenbach,Edison HS - Main,Game,>Boys>Boys 8th Grade Division 1>Great Falls B8-1 Brown,,,64,51,7021450,,
,12/19/2021,2:30 PM,3:45 PM,>Boys>Boys 6th Grade Division 1>Great Falls B6-1 Klein,Edison HS - Aux,Game,>Boys>Boys 6th Grade Division 2>SYA B6- Sorg,,,60,35,7023790,,
,12/19/2021,2:30 PM,3:45 PM,>Boys>Boys 8th Grade Division 3>Turnpike B8-3 Ours,Annandale HS-#2,Game,>Boys>Boys 8th Grade Division 3>Annandale B8-3 Juan,,,64,30,7021866,,
,12/19/2021,2:30 PM,3:45 PM,>Boys>Boys 7th Grade Division 2>BRYC B7-2 Sharma,South County MS - Main,Game,>Boys>Boys 7th Grade Division 2>McLean B7-2 Ball,,,44,45,7022172,,
,12/19/2021,2:30 PM,3:45 PM,>Boys>Boys 6th Grade Division 2>Reston  B6-2 Schlesinger,South Lakes HS left,Game,>Boys>Boys 6th Grade Division 2>Turnpike B6-2 Taylor,,,23,34,7023972,,
